ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,refId_default,sfxVariationId,weight,basicPrice,sellValue,behaviorId,replaceItemId,sortId,appearanceReplaceItemId,yesNoDialogMessageId,useEnableSpEffectType,potGroupId,pad,iconId,modelId,shopLv,compTrophySedId,trophySeqId,maxNum,consumeHeroPoint,overDexterity,goodsType,refCategory,spEffectCategory,quickMatchUseRestriction,goodsUseAnim,opmeMenuType,useLimitCategory,replaceCategory,reserve4,enable_live,enable_gray,enable_friendly,enable_hostile,enable_multi,disable_offline,isEquip,isConsume,isAutoEquip,isEstablishment,isOnlyOne,isDiscard,isDeposit,isDisableHand,isRemoveItem_forGameClear,isSuppleItem,isFullSuppleItem,isEnhance,isFixItem,disableMultiDropShare,disableUseAtColiseum,disableUseAtOutOfColiseum,isEnableFastUseItem,isApplySpecialEffect,syncNumVaryId,refId_1,refVirtualWepId,vagrantItemLotId,vagrantBonusEneDropItemLotId,vagrantItemEneDropItemLotId,castSfxId,fireSfxId,effectSfxId,enable_ActiveBigRune,isBonfireWarpItem,enable_Ladder,isUseMultiPlayPreparation,canMultiUse,isShieldEnchant,isWarpProhibited,isUseMultiPenaltyOnly,suppleType,autoReplenishType,isDrop,showLogCondType,isSummonHorse,showDialogCondType,isSleepCollectionItem,enableRiding,disableRiding,maxRepositoryNum,sortGroupId,isUseNoAttackRegion,unknown_0x73_1,quickMatchReplenish,pad1,saleValue,rarity,useLimitSummonBuddy,useLimitSpEffectType,aiUseJudgeId,consumeMP,consumeHP,reinforceGoodsId,reinforceMaterialId,reinforcePrice,useLevel_vowType0,useLevel_vowType1,useLevel_vowType2,useLevel_vowType3,useLevel_vowType4,useLevel_vowType5,useLevel_vowType6,useLevel_vowType7,useLevel_vowType8,useLevel_vowType9,useLevel_vowType10,useLevel_vowType11,useLevel_vowType12,useLevel_vowType13,useLevel_vowType14,useLevel_vowType15,useLevel,reserve5,itemGetTutorialFlagId,reserve3,Caption
243002,发狂南瓜头士兵的骨灰＋２,1,0,[0|0|0],243002,-1,0,0,-1,0,-1,55702,-1,20000610,0,-1,0,463,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,20,1,0,0,0,0,1,1,0,-1,110,-1,243003,10002,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤发狂南瓜头士兵的灵魂。\n\n体型高大，充满力气的发狂士兵灵魂。\n头盔所制造的黑暗能抑制恐慌情绪，\n然而在遇上出血或是昆虫拍翅的声音，\n他们会发狂般地陷入失控。\n\n发狂士兵是精神崩坏的剑斗士，最后的下场。
243003,发狂南瓜头士兵的骨灰＋３,1,0,[0|0|0],243003,-1,0,0,-1,0,-1,55703,-1,20000610,0,-1,0,463,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,20,1,0,0,0,0,1,1,0,-1,110,-1,243004,10003,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤发狂南瓜头士兵的灵魂。\n\n体型高大，充满力气的发狂士兵灵魂。\n头盔所制造的黑暗能抑制恐慌情绪，\n然而在遇上出血或是昆虫拍翅的声音，\n他们会发狂般地陷入失控。\n\n发狂士兵是精神崩坏的剑斗士，最后的下场。
243004,发狂南瓜头士兵的骨灰＋４,1,0,[0|0|0],243004,-1,0,0,-1,0,-1,55704,-1,20000610,0,-1,0,463,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,20,1,0,0,0,0,1,1,0,-1,110,-1,243005,10004,2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤发狂南瓜头士兵的灵魂。\n\n体型高大，充满力气的发狂士兵灵魂。\n头盔所制造的黑暗能抑制恐慌情绪，\n然而在遇上出血或是昆虫拍翅的声音，\n他们会发狂般地陷入失控。\n\n发狂士兵是精神崩坏的剑斗士，最后的下场。
243005,发狂南瓜头士兵的骨灰＋５,1,0,[0|0|0],243005,-1,0,0,-1,0,-1,55705,-1,20000610,0,-1,0,463,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,20,1,0,0,0,0,1,1,0,-1,110,-1,243006,10005,2850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤发狂南瓜头士兵的灵魂。\n\n体型高大，充满力气的发狂士兵灵魂。\n头盔所制造的黑暗能抑制恐慌情绪，\n然而在遇上出血或是昆虫拍翅的声音，\n他们会发狂般地陷入失控。\n\n发狂士兵是精神崩坏的剑斗士，最后的下场。
243006,发狂南瓜头士兵的骨灰＋６,1,0,[0|0|0],243006,-1,0,0,-1,0,-1,55706,-1,20000610,0,-1,0,463,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,20,1,0,0,0,0,1,1,0,-1,110,-1,243007,10006,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤发狂南瓜头士兵的灵魂。\n\n体型高大，充满力气的发狂士兵灵魂。\n头盔所制造的黑暗能抑制恐慌情绪，\n然而在遇上出血或是昆虫拍翅的声音，\n他们会发狂般地陷入失控。\n\n发狂士兵是精神崩坏的剑斗士，最后的下场。
243007,发狂南瓜头士兵的骨灰＋７,1,0,[0|0|0],243007,-1,0,0,-1,0,-1,55707,-1,20000610,0,-1,0,463,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,20,1,0,0,0,0,1,1,0,-1,110,-1,243008,10007,3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤发狂南瓜头士兵的灵魂。\n\n体型高大，充满力气的发狂士兵灵魂。\n头盔所制造的黑暗能抑制恐慌情绪，\n然而在遇上出血或是昆虫拍翅的声音，\n他们会发狂般地陷入失控。\n\n发狂士兵是精神崩坏的剑斗士，最后的下场。
243008,发狂南瓜头士兵的骨灰＋８,1,0,[0|0|0],243008,-1,0,0,-1,0,-1,55708,-1,20000610,0,-1,0,463,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,20,1,0,0,0,0,1,1,0,-1,110,-1,243009,10008,3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤发狂南瓜头士兵的灵魂。\n\n体型高大，充满力气的发狂士兵灵魂。\n头盔所制造的黑暗能抑制恐慌情绪，\n然而在遇上出血或是昆虫拍翅的声音，\n他们会发狂般地陷入失控。\n\n发狂士兵是精神崩坏的剑斗士，最后的下场。
243009,发狂南瓜头士兵的骨灰＋９,1,0,[0|0|0],243009,-1,0,0,-1,0,-1,55709,-1,20000610,0,-1,0,463,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,20,1,0,0,0,0,1,1,0,-1,110,-1,243010,10009,4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤发狂南瓜头士兵的灵魂。\n\n体型高大，充满力气的发狂士兵灵魂。\n头盔所制造的黑暗能抑制恐慌情绪，\n然而在遇上出血或是昆虫拍翅的声音，\n他们会发狂般地陷入失控。\n\n发狂士兵是精神崩坏的剑斗士，最后的下场。
243010,发狂南瓜头士兵的骨灰＋１０,1,0,[0|0|0],243010,-1,0,0,-1,0,-1,55710,-1,20000610,0,-1,0,463,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,20,1,0,0,0,0,1,1,0,-1,110,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤发狂南瓜头士兵的灵魂。\n\n体型高大，充满力气的发狂士兵灵魂。\n头盔所制造的黑暗能抑制恐慌情绪，\n然而在遇上出血或是昆虫拍翅的声音，\n他们会发狂般地陷入失控。\n\n发狂士兵是精神崩坏的剑斗士，最后的下场。
244000,陆生海鞘的骨灰,1,0,[0|0|0],244000,-1,0,0,-1,0,-1,51500,-1,20000610,0,-1,0,477,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,240,244001,10000,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤３只陆生海鞘的灵魂。\n召唤时不消耗专注值，而是血量。\n\n召唤后会在远方现身的灵魂。\n身体浑圆，表皮坚硬，不太移动，\n会朝周围喷洒毒性体液。
244001,陆生海鞘的骨灰＋１,1,0,[0|0|0],244001,-1,0,0,-1,0,-1,51501,-1,20000610,0,-1,0,477,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,240,244002,10001,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤３只陆生海鞘的灵魂。\n召唤时不消耗专注值，而是血量。\n\n召唤后会在远方现身的灵魂。\n身体浑圆，表皮坚硬，不太移动，\n会朝周围喷洒毒性体液。
244002,陆生海鞘的骨灰＋２,1,0,[0|0|0],244002,-1,0,0,-1,0,-1,51502,-1,20000610,0,-1,0,477,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,240,244003,10002,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤３只陆生海鞘的灵魂。\n召唤时不消耗专注值，而是血量。\n\n召唤后会在远方现身的灵魂。\n身体浑圆，表皮坚硬，不太移动，\n会朝周围喷洒毒性体液。
244003,陆生海鞘的骨灰＋３,1,0,[0|0|0],244003,-1,0,0,-1,0,-1,51503,-1,20000610,0,-1,0,477,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,240,244004,10003,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤３只陆生海鞘的灵魂。\n召唤时不消耗专注值，而是血量。\n\n召唤后会在远方现身的灵魂。\n身体浑圆，表皮坚硬，不太移动，\n会朝周围喷洒毒性体液。
244004,陆生海鞘的骨灰＋４,1,0,[0|0|0],244004,-1,0,0,-1,0,-1,51504,-1,20000610,0,-1,0,477,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,240,244005,10004,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤３只陆生海鞘的灵魂。\n召唤时不消耗专注值，而是血量。\n\n召唤后会在远方现身的灵魂。\n身体浑圆，表皮坚硬，不太移动，\n会朝周围喷洒毒性体液。
244005,陆生海鞘的骨灰＋５,1,0,[0|0|0],244005,-1,0,0,-1,0,-1,51505,-1,20000610,0,-1,0,477,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,240,244006,10005,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤３只陆生海鞘的灵魂。\n召唤时不消耗专注值，而是血量。\n\n召唤后会在远方现身的灵魂。\n身体浑圆，表皮坚硬，不太移动，\n会朝周围喷洒毒性体液。
244006,陆生海鞘的骨灰＋６,1,0,[0|0|0],244006,-1,0,0,-1,0,-1,51506,-1,20000610,0,-1,0,477,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,240,244007,10006,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤３只陆生海鞘的灵魂。\n召唤时不消耗专注值，而是血量。\n\n召唤后会在远方现身的灵魂。\n身体浑圆，表皮坚硬，不太移动，\n会朝周围喷洒毒性体液。
244007,陆生海鞘的骨灰＋７,1,0,[0|0|0],244007,-1,0,0,-1,0,-1,51507,-1,20000610,0,-1,0,477,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,240,244008,10007,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤３只陆生海鞘的灵魂。\n召唤时不消耗专注值，而是血量。\n\n召唤后会在远方现身的灵魂。\n身体浑圆，表皮坚硬，不太移动，\n会朝周围喷洒毒性体液。
244008,陆生海鞘的骨灰＋８,1,0,[0|0|0],244008,-1,0,0,-1,0,-1,51508,-1,20000610,0,-1,0,477,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,240,244009,10008,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤３只陆生海鞘的灵魂。\n召唤时不消耗专注值，而是血量。\n\n召唤后会在远方现身的灵魂。\n身体浑圆，表皮坚硬，不太移动，\n会朝周围喷洒毒性体液。
244009,陆生海鞘的骨灰＋９,1,0,[0|0|0],244009,-1,0,0,-1,0,-1,51509,-1,20000610,0,-1,0,477,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,240,244010,10009,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤３只陆生海鞘的灵魂。\n召唤时不消耗专注值，而是血量。\n\n召唤后会在远方现身的灵魂。\n身体浑圆，表皮坚硬，不太移动，\n会朝周围喷洒毒性体液。
244010,陆生海鞘的骨灰＋１０,1,0,[0|0|0],244010,-1,0,0,-1,0,-1,51510,-1,20000610,0,-1,0,477,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,240,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤３只陆生海鞘的灵魂。\n召唤时不消耗专注值，而是血量。\n\n召唤后会在远方现身的灵魂。\n身体浑圆，表皮坚硬，不太移动，\n会朝周围喷洒毒性体液。
245000,小米兰达的骨灰,1,0,[0|0|0],245000,-1,0,0,-1,0,-1,51700,-1,20000610,0,-1,0,464,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,185,245001,10000,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤５只小米兰达的灵魂。\n召唤时不消耗专注值，而是血量。\n\n会吃人的花，米兰达之花──\n它娇小可爱的幼株群灵魂。\n会缓慢蠕动，努力释放有毒花粉。\n但是不耐火，要特别小心。
245001,小米兰达的骨灰＋１,1,0,[0|0|0],245001,-1,0,0,-1,0,-1,51701,-1,20000610,0,-1,0,464,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,185,245002,10001,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤５只小米兰达的灵魂。\n召唤时不消耗专注值，而是血量。\n\n会吃人的花，米兰达之花──\n它娇小可爱的幼株群灵魂。\n会缓慢蠕动，努力释放有毒花粉。\n但是不耐火，要特别小心。
245002,小米兰达的骨灰＋２,1,0,[0|0|0],245002,-1,0,0,-1,0,-1,51702,-1,20000610,0,-1,0,464,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,185,245003,10002,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤５只小米兰达的灵魂。\n召唤时不消耗专注值，而是血量。\n\n会吃人的花，米兰达之花──\n它娇小可爱的幼株群灵魂。\n会缓慢蠕动，努力释放有毒花粉。\n但是不耐火，要特别小心。
245003,小米兰达的骨灰＋３,1,0,[0|0|0],245003,-1,0,0,-1,0,-1,51703,-1,20000610,0,-1,0,464,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,185,245004,10003,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤５只小米兰达的灵魂。\n召唤时不消耗专注值，而是血量。\n\n会吃人的花，米兰达之花──\n它娇小可爱的幼株群灵魂。\n会缓慢蠕动，努力释放有毒花粉。\n但是不耐火，要特别小心。
245004,小米兰达的骨灰＋４,1,0,[0|0|0],245004,-1,0,0,-1,0,-1,51704,-1,20000610,0,-1,0,464,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,185,245005,10004,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤５只小米兰达的灵魂。\n召唤时不消耗专注值，而是血量。\n\n会吃人的花，米兰达之花──\n它娇小可爱的幼株群灵魂。\n会缓慢蠕动，努力释放有毒花粉。\n但是不耐火，要特别小心。
245005,小米兰达的骨灰＋５,1,0,[0|0|0],245005,-1,0,0,-1,0,-1,51705,-1,20000610,0,-1,0,464,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,185,245006,10005,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤５只小米兰达的灵魂。\n召唤时不消耗专注值，而是血量。\n\n会吃人的花，米兰达之花──\n它娇小可爱的幼株群灵魂。\n会缓慢蠕动，努力释放有毒花粉。\n但是不耐火，要特别小心。
245006,小米兰达的骨灰＋６,1,0,[0|0|0],245006,-1,0,0,-1,0,-1,51706,-1,20000610,0,-1,0,464,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,185,245007,10006,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤５只小米兰达的灵魂。\n召唤时不消耗专注值，而是血量。\n\n会吃人的花，米兰达之花──\n它娇小可爱的幼株群灵魂。\n会缓慢蠕动，努力释放有毒花粉。\n但是不耐火，要特别小心。
245007,小米兰达的骨灰＋７,1,0,[0|0|0],245007,-1,0,0,-1,0,-1,51707,-1,20000610,0,-1,0,464,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,185,245008,10007,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤５只小米兰达的灵魂。\n召唤时不消耗专注值，而是血量。\n\n会吃人的花，米兰达之花──\n它娇小可爱的幼株群灵魂。\n会缓慢蠕动，努力释放有毒花粉。\n但是不耐火，要特别小心。
245008,小米兰达的骨灰＋８,1,0,[0|0|0],245008,-1,0,0,-1,0,-1,51708,-1,20000610,0,-1,0,464,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,10,1,0,0,0,0,1,1,0,-1,-1,185,245009,10008,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0],寄宿着灵魂的骨灰。\n能召唤５只小米兰达的灵魂。\n召唤时不消耗专注值，而是血量。\n\n会吃人的花，米兰达之花──\n它娇小可爱的幼株群灵魂。\n会缓慢蠕动，努力释放有毒花粉。\n但是不耐火，要特别小心。
