ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,iconId,rank,sortGroupId,spEffectId0,spEffectId1,spEffectId2,itemGetTutorialFlagId,swordArtsParamId,mountValue,sellValue,saleValue,sortId,compTrophySedId,trophySeqId,configurableWepAttr00,configurableWepAttr01,configurableWepAttr02,configurableWepAttr03,configurableWepAttr04,configurableWepAttr05,configurableWepAttr06,configurableWepAttr07,configurableWepAttr08,configurableWepAttr09,configurableWepAttr10,configurableWepAttr11,configurableWepAttr12,configurableWepAttr13,configurableWepAttr14,configurableWepAttr15,rarity,configurableWepAttr16,configurableWepAttr17,configurableWepAttr18,configurableWepAttr19,configurableWepAttr20,configurableWepAttr21,configurableWepAttr22,configurableWepAttr23,isDiscard,isDrop,isDeposit,disableMultiDropShare,showDialogCondType,showLogCondType,pad,defaultWepAttr,isSpecialSwordArt,pad2,canMountWep_Dagger,canMountWep_SwordNormal,canMountWep_SwordLarge,canMountWep_SwordGigantic,canMountWep_SaberNormal,canMountWep_SaberLarge,canMountWep_katana,canMountWep_SwordDoubleEdge,canMountWep_SwordPierce,canMountWep_RapierHeavy,canMountWep_AxeNormal,canMountWep_AxeLarge,canMountWep_HammerNormal,canMountWep_HammerLarge,canMountWep_Flail,canMountWep_SpearNormal,canMountWep_SpearLarge,canMountWep_SpearHeavy,canMountWep_SpearAxe,canMountWep_Sickle,canMountWep_Knuckle,canMountWep_Claw,canMountWep_Whip,canMountWep_AxhammerLarge,canMountWep_BowSmall,canMountWep_BowNormal,canMountWep_BowLarge,canMountWep_ClossBow,canMountWep_Ballista,canMountWep_Staff,canMountWep_Sorcery,canMountWep_Talisman,canMountWep_ShieldSmall,canMountWep_ShieldNormal,canMountWep_ShieldLarge,canMountWep_Torch,canMountWep_HandToHand,canMountWep_PerfumeBottle,canMountWep_ThrustingShield,canMountWep_ThrowingWeapon,canMountWep_ReverseHandSword,canMountWep_LightGreatsword,canMountWep_GreatKatana,canMountWep_BeastClaw,reserved_canMountWep_0x3d_4,reserved2_canMountWep,spEffectMsgId0,spEffectMsgId1,spEffectId_forAtk0,spEffectId_forAtk1,spEffectId_forAtk2,mountWepTextId,pad6,Caption
186,,1,0,[0|0|0],0,0,255,-1,-1,-1,0,701,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
187,,1,0,[0|0|0],0,0,255,-1,-1,-1,0,702,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
190,,1,0,[0|0|0],0,0,255,-1,-1,-1,0,800,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
191,,1,0,[0|0|0],0,0,255,-1,-1,-1,0,801,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
192,,1,0,[0|0|0],0,0,255,-1,-1,-1,0,802,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
194,,1,0,[0|0|0],0,0,255,-1,-1,-1,0,850,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
195,,1,0,[0|0|0],0,0,255,-1,-1,-1,0,124,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
196,,1,0,[0|0|0],0,0,255,-1,-1,-1,0,223,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
197,,1,0,[0|0|0],0,0,255,-1,-1,-1,0,224,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
198,,1,0,[0|0|0],0,0,255,-1,-1,-1,0,309,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
1000,,1,0,[0|0|0],21000,0,255,2300,-1,-1,710600,100,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],2300,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
1001,,1,0,[0|0|0],21000,0,255,-1,-1,-1,0,101,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,2,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
1002,,1,0,[0|0|0],21000,0,255,-1,-1,-1,0,103,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,2,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
1003,,1,0,[0|0|0],21000,0,255,-1,-1,-1,0,104,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
1004,,1,0,[0|0|0],21001,0,255,2810,-1,-1,710600,200,0,100,0,999999,-1,-1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],2810,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
1005,,1,0,[0|0|0],0,0,255,-1,-1,-1,0,-1,0,100,0,999999,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
1006,,1,0,[0|0|0],21042,0,255,2390,-1,-1,710600,207,0,100,0,999999,-1,-1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,4,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],2390,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
1007,,1,0,[0|0|0],21011,0,255,2390,-1,-1,710600,209,0,100,0,999999,-1,-1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,8,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],2390,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
1008,,1,0,[0|0|0],21014,0,255,2330,-1,-1,710600,210,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,3,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],2330,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
1009,,1,0,[0|0|0],21050,0,255,2390,-1,-1,710600,212,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],2390,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
1010,,1,0,[0|0|0],21050,0,255,-1,-1,-1,0,214,0,100,0,999999,-1,-1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
1011,,1,0,[0|0|0],21028,0,255,2280,-1,-1,710600,216,0,100,0,999999,-1,-1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,6,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],2280,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
1012,,1,0,[0|0|0],21033,0,255,2330,-1,-1,710600,219,0,100,0,999999,-1,-1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,8,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],2330,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
1013,,1,0,[0|0|0],21042,0,255,2330,-1,-1,710600,502,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],2330,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
1014,,1,0,[0|0|0],21017,0,255,2300,-1,-1,710600,600,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],2300,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
1015,,1,0,[0|0|0],21054,0,255,2760,-1,-1,710600,702,0,100,0,999999,-1,-1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,7,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,[0|0],2760,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
1016,,1,0,[0|0|0],21058,0,255,2280,-1,-1,710600,800,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,[0|0],2280,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
1017,,1,0,[0|0|0],0,0,255,-1,-1,-1,0,802,0,100,0,999999,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,9,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],
10000,战灰：狮子斩,1,0,[0|0|0],8300,0,10,-1,-1,-1,710600,100,0,300,0,350030,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,[0|0],-1,-1,-1,-1,-1,63000,[0|0|0|0|0|0|0|0],能赋予武器属性、战技的战灰。\n属性为“厚重”，战技如下：\n\n　战技：狮子斩\n　与拉塔恩将军并肩作战的\n　红狮子军队所使用的战技。\n　能朝前方跳跃，一边旋身一边以武器敲击。\n\n能在剑、斧、槌类武器使用。\n（不含小型武器、刺剑类武器）
10100,战灰：贯穿,1,0,[0|0|0],8301,0,20,-1,-1,-1,710600,101,0,300,0,351010,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,2,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,[0|0],-1,-1,-1,-1,-1,63004,[0|0|0|0|0|0|0|0],能赋予武器属性、战技的战灰。\n属性为“锋利”，战技如下：\n\n　战技：贯穿\n　突刺武器对付持盾敌人时的战技。\n　蓄力之后，大幅度向前跨出\n　使出浑身一刺，从正面突破防御。\n\n能在可突刺的武器使用。\n（不含特大型武器）
10200,战灰：突刺,0,0,[0|0|0],8302,0,20,-1,-1,-1,710600,102,0,300,0,351020,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,2,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,[0|0],-1,-1,-1,-1,-1,63001,[0|0|0|0|0|0|0|0],能赋予武器属性、战技的战灰。\n属性为“锋利”，战技如下：\n\n　战技：突刺\n　“血指猎人”尤拉的战技。\n　举起武器与地面平行，再一口气贯穿敌人。\n　此战技无法用防御挡下。\n\n能在中型、大型的可突刺的武器使用。
10300,战灰：回旋斩,1,0,[0|0|0],8303,0,20,-1,-1,-1,710600,103,0,300,0,351000,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,2,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,[0|0],-1,-1,-1,-1,-1,63002,[0|0|0|0|0|0|0|0],能赋予武器属性、战技的战灰。\n属性为“锋利”，战技如下：\n\n　战技：回旋斩\n　拥有高灵巧的剑士们使用的战技。\n　能大幅旋转身体，砍向敌人。\n　再次发动能使出追击。\n\n能在剑、斧类武器，以及长柄武器使用。\n（不含特大型武器）
10500,战灰：突击,1,0,[0|0|0],8304,0,30,-1,-1,-1,710600,105,0,300,0,352010,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,63013,[0|0|0|0|0|0|0|0],能赋予武器属性、战技的战灰。\n属性为“优质”，战技如下：\n\n　战技：突击\n　武器及腰摆出架式，再一口气向前冲的战技。\n　前进到极限后能使出突刺攻击。\n　持续发动能增加移动距离。\n\n能在可突刺的长柄武器，\n以及重刺剑、双头剑类武器使用。
10600,战灰：箭步（上砍）,1,0,[0|0|0],8305,0,10,-1,-1,-1,710600,106,0,300,0,350000,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[0|0],-1,-1,-1,-1,-1,63003,[0|0|0|0|0|0|0|0],能赋予武器属性、战技的战灰。\n属性为“厚重”，战技如下：\n\n　战技：箭步（上砍）\n　举起武器摆出架式，稳住姿势压低身形，\n　瞬间提升强韧度的战技。\n　发动后接着使出重攻击，能上砍攻击。\n\n能在剑、斧、槌类武器使用。\n（不含小型、中型剑类武器）
10700,战灰：箭步（回旋斩）,1,0,[0|0|0],8306,0,10,-1,-1,-1,710600,107,0,300,0,350010,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[0|0],-1,-1,-1,-1,-1,63003,[0|0|0|0|0|0|0|0],能赋予武器属性、战技的战灰。\n属性为“厚重”，战技如下：\n\n　战技：箭步（回旋斩）\n　举起武器摆出架式，稳住姿势压低身形，\n　瞬间提升强韧度的战技。\n　发动后接着使出重攻击，能回旋斩。\n\n能在剑、斧、槌类武器使用。\n（不含小型、中型剑类武器）
10800,战灰：鲜血征收,1,0,[0|0|0],8307,0,90,-1,-1,-1,710600,108,0,300,0,359020,-1,-1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,11,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,[0|0],-1,-1,-1,-1,-1,63004,[0|0|0|0|0|0|0|0],能赋予武器属性、战技的战灰。\n属性为“血”，战技如下：\n\n　战技：鲜血征收\n　鲜血君王分享的力量，血盟战技之一。\n　旋身之后，使出多重的突刺连击。\n　能夺取受攻击对象的鲜血与血量。\n\n能在可突刺的武器使用。\n（不含特大型武器）
10900,战灰：连击,0,0,[0|0|0],8308,0,20,-1,-1,-1,710600,109,0,300,0,351030,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,2,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,[0|0],-1,-1,-1,-1,-1,63004,[0|0|0|0|0|0|0|0],能赋予武器属性、战技的战灰。\n属性为“锋利”，战技如下：\n\n　战技：连击\n　旋身之后，使出连续突刺的战技。\n\n能在可突刺的武器使用。\n（不含特大型武器）
11000,战灰：盲击,1,0,[0|0|0],8309,0,10,-1,-1,-1,710600,110,0,300,0,350020,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[0|0],-1,-1,-1,-1,-1,63043,[0|0|0|0|0|0|0|0],能赋予武器属性、战技的战灰。\n属性为“厚重”，战技如下：\n\n　战技：盲击\n　不间断、任意挥动武器的战技。\n　持续发动的期间能一直攻击，\n　接着使出轻攻击或重攻击，能追加攻击。\n\n能在斧、槌、曲剑、大剑类武器使用。\n（不含特大型武器）
11100,战灰：回旋击,1,0,[0|0|0],8310,0,30,-1,-1,-1,710600,111,0,300,0,352020,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,63025,[0|0|0|0|0|0|0|0],能赋予武器属性、战技的战灰。\n属性为“优质”，战技如下：\n\n　战技：回旋击\n　大幅度旋转长柄武器的战技。\n　持续发动的期间能一直攻击，\n　接着使出轻攻击或重攻击，能追加攻击。\n　旋转武器时，能拨开箭等等的远攻道具。\n\n能在长柄武器使用。\n（不含大矛类武器）
11200,战灰：二连斩,1,0,[0|0|0],8311,0,20,-1,-1,-1,710600,112,0,300,0,351040,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,2,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,[0|0],-1,-1,-1,-1,-1,63006,[0|0|0|0|0|0|0|0],能赋予武器属性、战技的战灰。\n属性为“锋利”，战技如下：\n\n　战技：二连斩\n　杰出剑士的战技。\n　压低身形后，使出连续的交错斩击。\n　再次发动能使出最多两次的追击。\n\n能在可斩击的剑类武器、长柄武器使用。\n（不含特大型武器）
11300,战灰：主教冲锋,1,0,[0|0|0],8312,0,50,-1,-1,-1,710600,113,0,300,0,355000,-1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,63007,[0|0|0|0|0|0|0|0],能赋予武器属性、战技的战灰。\n属性为“焰术”，战技如下：\n\n　战技：主教冲锋\n　将武器敲向地面，形成猛烈燃烧的火焰，\n　再顺势向前推进的战技。\n　持续发动的期间能一直向前推进。\n\n能在大型、特大型的斧、槌类武器使用。
11400,战灰：居合,1,0,[0|0|0],8313,0,20,-1,-1,-1,710600,114,0,300,0,351060,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],-1,-1,-1,-1,-1,63008,[0|0|0|0|0|0|0|0],能赋予武器属性、战技的战灰。\n属性为“锋利”，战技如下：\n\n　战技：居合\n　芦苇之地的剑客继承而来的战技。\n　收刀入腰间刀鞘，摆出架式后静止不动，\n　接着使出轻攻击或重攻击，能高速斩击。\n\n能在刀类武器使用。
